Dpt/Maille/Point/Haie;Dept;Maille;Point;PE;agricole;bati;foret;length;Observateur;Date;:eure;assise;classification;ornementale;ripisylve;intervention;taille;continuite;longueur;hauteur;largeur;bande;cloture;fosse;vieux;tetards;emondes;cavite;morts;plessee;nids;composition1;composition2;composition3;exotiques;lianes;occsol1;occsol2;Commentaire(s) e?ventuel(s) ;Accenteur mouchet;Alouette lulu;Bergeronnette des ruisseaux;Bergeronnette grise;Bergeronnette printanière;Bouvreuil pivoine;Bruant des roseaux;Bruant jaune;Bruant proyer;Bruant zizi;Busard cendré;Buse variable;Chardonneret élégant;Choucas des tours;Coucou gris;Effraie des clochers;Épervier d'Europe;Faucon crécerelle;Faucon hobereau;Fauvette à tête noire;Fauvette babillarde;Fauvette des jardins;Fauvette grisette;Fauvette indéterminée;Gobemouche gris;Gobemouche noir;Grimpereau des bois;Grimpereau des jardins;Grosbec casse-noyaux;Guêpier d'Europe;Héron cendré;Hirondelle de fenêtre;Hirondelle de rivage;Hirondelle rustique;Hypolaïs polyglotte;Linotte mélodieuse;Locustelle tachetée;Loriot d'Europe;Martin-pêcheur d'Europe;Mésange à longue queue;Mésange bleue;Mésange charbonnière;Mésange indéterminée;Mésange noire;Mésange nonnette;Milan noir;Moineau domestique;Moineau friquet;Phragmite des joncs;Pic épeiche;Pic épeichette;Pic mar;Pic vert;Pie-grièche écorcheur;Pinson des arbres;Pipit des arbres;Pipit farlouse;Pouillot fitis;Pouillot indéterminé;Pouillot véloce;Roitelet à triple bandeau;Rossignol philomèle;Rougegorge familier;Rougequeue à front blanc;Rougequeue noir;Rousserolle effarvatte;Rousserolle verderolle;Serin cini;Sittelle torchepot;Tarier pâtre;Tarin des aulnes;Torcol fourmilier;Tourterelle des bois;Tourterelle turque;Traquet motteux;Troglodyte mignon;Verdier d'Europe
68/M11/6/H;68;M11;6;68/M11/6;86,77929012;0;0;10399,68079;Arthur Keller;03/05/2021;0,385416667;talus;F : Haie multistrate (buissons, arbustes, arbres);non;oui;taille en fac?ade des 2 co?te?s ;non;haie continue;3;4;3;oui >1 m;non;non;oui;non;oui;oui;oui;non;oui;robinier faux-accacia;aubépine;merisier;oui;non;chemin;culture;"Photos 187-4556 + 187-4557 ; Haie assez diversifiée dans les strates buissonnantes ; La strate arbustive/arborée occupée par les robiniers principalement ; Petit cours d'eau de 0,5m à 1m passe dans la haie (ripisylve)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M11/9/H;68;M11;9;68/M11/9;91,6347647;0;0;6798,798004;Arthur Keller;03/05/2021;0,354166667;haie a plat ;E1 : Haie arbustive sans arbres;non;non;taille en fac?ade des 2 co?te?s ;oui;haie avec quelques troue?es ;3;4;1;oui >1 m;non;oui;non;non;oui;non;non;non;non;saule;merisier;aubépine;oui;oui;chemin;culture;"Broyage sur une 20aine de mètres, laissant 1 arbre/2m ; haie très déteriorée par la taille : broyage des 2 côtés, proche du tronc ; Broyage au sol entre 7 robiniers avec aucune strate buissonnante sur 20m";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M13/1/H;68;M13;1;68/M13/1;47,69903076;14,60125374;0;10551,69085;Oana Merle;22/04/2021;0,3125;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;3;oui >1 m;non;oui;oui;non;non;oui;oui;non;non;saule blanc;aulne glutineux;aubépine;non;non;culture;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
68/M13/2/H1;68;M13;2;68/M13/2;54,80294454;18,65766498;8,266180409;12774,86904;Oana Merle;22/04/2021;0,333333333;haie a plat ;H : Alignement d'arbres (pas de buissons, pas d'arbustes);non;oui;pas d’entretien re?cent ;non;plus de troue?es que de haie;3;4;1;oui <1 m;non;oui;oui;non;non;oui;non;non;non;aulne glutineux;saule blanc;bouleau verruqueux;non;non;prairie ;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
68/M13/2/H2;68;M13;2;68/M13/2;54,80294454;18,65766498;8,266180409;12774,86904;Oana Merle;22/04/2021;0,340277778;haie a plat ;H : Alignement d'arbres (pas de buissons, pas d'arbustes);non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;1;3;2;oui >1 m;non;non;oui;non;non;oui;non;non;non;saule blanc;bouleau verruqueux;aubépine;non;non;prairie ;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
68/M13/3/H;68;M13;3;68/M13/3;68,05261988;15,74191367;11,10028564;6851,999443;Oana Merle;22/04/2021;0,357638889;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;taille en fac?ade sur un co?te? ;non;haie avec quelques troue?es ;3;4;2;oui >1 m;non;oui;oui;non;non;oui;oui;non;non;saule blanc;aulne glutineux;prunellier;non;non;culture;culture;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M13/5/H;68;M13;5;68/M13/5;41,34481463;41,14793151;0;11989,49448;Oana Merle;22/04/2021;0,416666667;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;2;oui <1 m;non;oui;oui;non;non;oui;oui;non;non;aulne glutineux;saule blanc;peuplier ;non;oui;prairie ;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
68/M13/7/H;68;M13;7;68/M13/7;89,47120287;0,024263595;0;6737,736506;Oana Merle;22/04/2021;0,40625;talus;E2 : Haie arbustive avec arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;2;4;1;oui >1 m;sur 1 co?te? ;oui;oui;non;non;oui;oui;non;non;chêne pédonculé;hêtre commun;chataigner ;non;oui;culture;culture;;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
68/M13/8/H;68;M13;8;68/M13/8;73,13553993;13,7004661;0;10321,40116;Oana Merle;22/04/2021;0,395833333;haie a plat ;H : Alignement d'arbres (pas de buissons, pas d'arbustes);non;non;pas d’entretien re?cent ;non;plus de troue?es que de haie;2;4;2;oui >1 m;non;oui;non;non;non;oui;oui;non;oui;aulne glutineux;prunellier;peuplier ;non;non;culture;culture;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
68/M13/9/H;68;M13;9;68/M13/9;50,01515711;12,12166353;1,401470482;7562,853281;Oana Merle;22/04/2021;0,371527778;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;2;oui >1 m;non;oui;oui;non;non;oui;non;non;non;aulne glutineux;prunellier;erable plane;non;oui;culture;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
68/M14/2/H;68;M14;2;68/M14/2;66,97702744;0;0;11418,01388;Eric Buchel;08/06/2021;0,313194444;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;3;oui >1 m;non;non;oui;non;non;non;oui;non;non;saule;peuplier noir;sureau noir;oui;oui;chemin;rivière;;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
68/M14/4/H;68;M14;4;68/M14/4;54,14823798;8,750250206;0;8730,64723;Eric Buchel;08/06/2021;0,327777778;talus;D2 : Haie buissonnante avec arbres;non;non;pas d’entretien re?cent ;non;haie continue;3;2;3;oui >1 m;non;non;non;non;non;non;non;non;non;prunellier;eglantier;ronce;oui;oui;;;Vigne des 2 côtés;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
68/M14/5/H;68;M14;5;68/M14/5;84,62248565;0;0;15076,88809;Eric Buchel;08/06/2021;0,354166667;haie a plat ;D1 : Haie buissonnante sans arbres;non;non;pas d’entretien re?cent ;non;haie continue;3;3;3;oui >1 m;non;oui;non;non;non;non;non;non;non;prunellier;eglantier;;non;non;chemin;culture;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
68/M14/6/H;68;M14;6;68/M14/6;82,72035752;0;0;15795,93755;Eric Buchel;08/06/2021;0,301388889;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;non;oui;non;non;non;non;non;non;non;frêne;aulne glutineux;sureau noir;oui;non;chemin;chemin;;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
68/M14/8/H;68;M14;8;68/M14/8;74,35175491;3,212908596;0;7875,945316;Eric Buchel;08/06/2021;0,342361111;talus;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;3;4;3;oui <1 m;non;non;non;non;non;non;oui;non;non;peuplier noir;merisier;eglantier;oui;non;route;;Etang sur côté 2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
68/M14/9/H;68;M14;9;68/M14/9;83,73632186;0;0;15663,32291;Eric Buchel;08/06/2021;0,260416667;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;non;non;oui;non;non;non;oui;non;non;peuplier noir;saule;frêne;non;oui;chemin;rivière;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
68/M16/3/H;68;M16;3;68/M16/3;79,36535534;0;0;4186,9832;Eric Buchel;29/05/2021;0,304861111;talus;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;non;non;non;non;non;non;non;non;non;chêne pédonculé;prunellier;cornouiller sanguin;non;oui;chemin;chemin;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M16/6/H;68;M16;6;68/M16/6;69,94009658;2,028366099;0;5943,611287;Eric Buchel;29/05/2021;0,277083333;talus;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;3;4;3;oui <1 m;non;non;non;non;non;non;non;non;non;frêne;aubépine;sureau noir;oui;oui;chemin;chemin;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M16/8/H;68;M16;8;68/M16/8;78,38468528;0;0;1520,80139;Eric Buchel;29/05/2021;0,2625;haie a plat ;E1 : Haie arbustive sans arbres;non;non;pas d’entretien re?cent ;non;haie continue;3;4;2;non;sur 1 co?te? ;non;non;non;non;non;non;non;non;tilleul;aubépine;noisetier;non;non;culture;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M16/9/H;68;M16;9;68/M16/9;75,79590179;0;0;2129,291186;Eric Buchel;29/05/2021;0,291666667;talus;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;3;oui >1 m;non;non;non;non;non;non;non;non;non;prunellier;peuplier noir;sureau noir;oui;non;culture;chemin;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
68/M17/1/H;68;M17;1;68/M17/1;85,61621271;0;0;3310,278114;Eric Buchel;09/06/2021;0,270138889;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;non;oui;non;non;non;non;oui;non;non;prunellier;saule;frêne;non;non;culture;culture;;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M17/2/H;68;M17;2;68/M17/2;86,30059127;0;0;3616,045158;Eric Buchel;09/06/2021;0,257638889;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;non;oui;non;non;non;non;oui;non;non;aulne glutineux;prunellier;sureau noir;non;non;culture;culture;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M18/3/H;68;M18;3;68/M18/3;48,30459345;0;0;1193,756114;Arthur Keller;20/04/2021;0,510416667;haie a plat ;C : Haie spontane?e en cours d’installation (ni arbustes, ni arbres) ;non;non;taille en fac?ade des 2 co?te?s ;oui;plus de troue?es que de haie;1;3;2;oui >1 m;non;non;non;non;non;non;non;non;non;prunellier;merisier;aubépine;non;non;culture;culture;Des restes d'un feu en bout de haie (branchages brulés). Le pied herbeux de la haie côté C1 a été désherbé chimiquement en mai.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M18/7/H;68;M18;7;68/M18/7;54,05905776;6,257482197;0;4022,88295;Arthur Keller;20/04/2021;0,5;haie a plat ;E1 : Haie arbustive sans arbres;non;oui;taille en fac?ade des 2 co?te?s ;oui;haie avec quelques troue?es ;3;4;2;oui >1 m;non;non;oui;non;non;non;non;non;oui;saule;prunellier;aubépine;non;oui;culture;culture;Photo 186-4519;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
68/M18/8/H;68;M18;8;68/M18/8;55,29250814;1,72E-05;0;4987,995441;Arthur Keller;20/04/2021;0,375;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;taille en fac?ade sur un co?te? ;non;haie avec quelques troue?es ;3;4;3;oui >1 m;non;non;oui;non;non;non;oui;non;oui;saule;prunellier;aubépine;non;oui;culture;culture;Photo 186-4518;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M18/9/H1;68;M18;9;68/M18/9;75,19983905;0;0;3235,194867;Arthur Keller;20/04/2021;0,368055556;haie a plat ;C : Haie spontane?e en cours d’installation (ni arbustes, ni arbres) ;non;non;taille en fac?ade des 2 co?te?s ;non;plus de troue?es que de haie;1;3;3;oui <1 m;non;oui;non;non;non;non;non;non;non;eglantier;ronce;merisier;non;non;route;culture;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M19/2/H1;68;M19;2;68/M19/2;63,05598755;11,85676905;0;5079,81369;Marc Keller;20/04/2021;0,274305556;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;taille en fac?ade sur un co?te? ;non;haie avec quelques troue?es ;2;4;3;oui >1 m;non;non;oui;non;non;non;oui;non;non;pommier;prunier;aubépine;non;non;prairie ;prairie ;AncienVerger;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
68/M19/2/H2;68;M19;2;68/M19/2;63,05598755;11,85676905;0;5079,81369;Marc Keller;20/04/2021;0,274305556;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;taille en fac?ade sur un co?te? ;non;haie continue;2;4;3;oui >1 m;non;non;oui;non;non;non;oui;non;non;prunier;camerisier;noyer;non;oui;prairie ;prairie ;AncienVerger;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M19/5/H;68;M19;5;68/M19/5;76,86760117;9,52235847;0;4827,772199;Marc Keller;20/04/2021;0,295138889;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;non;non;oui;oui;non;oui;oui;non;non;aulne;saule;merisiergrappe;non;non;prairie ;prairie ;Pâturage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M19/7/H1;68;M19;7;68/M19/7;80,00391923;6,138718129;0;3456,398716;Marc Keller;20/04/2021;0,315972222;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;taille en fac?ade sur un co?te? ;non;haie continue;2;4;3;oui >1 m;non;non;oui;non;non;oui;oui;non;non;frêne;prunellier;merisier;non;oui;prairie ;culture;Clématite;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M19/7/H2;68;M19;7;68/M19/7;80,00391923;6,138718129;0;3456,398716;Marc Keller;20/04/2021;0,315972222;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;2;4;3;oui >1 m;non;non;oui;non;non;oui;oui;non;non;frêne;prunellier;merisier;non;oui;chemin;prairie ;Clématite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
68/M19/8/H1;68;M19;8;68/M19/8;78,92565706;1,675499658;3,209503323;4554,762594;Marc Keller;20/04/2021;0,333333333;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;non;non;oui;non;non;oui;oui;non;oui;frêne;aulne;aubépine;non;oui;culture;culture;Houblon;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
68/M19/8/H2;68;M19;8;68/M19/8;78,92565706;1,675499658;3,209503323;4554,762594;Marc Keller;20/04/2021;0,333333333;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;taille en fac?ade sur un co?te? ;oui;haie avec quelques troue?es ;3;4;3;oui >1 m;non;oui;oui;non;non;oui;oui;non;non;aulne;saule;sureau;non;oui;culture;culture;Houblon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M19/9/H;68;M19;9;68/M19/9;74,53988273;1,593505179;12,83520609;3473,70723;Marc Keller;20/04/2021;0,347222222;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie avec quelques troue?es ;3;4;3;oui >1 m;non;non;oui;oui;non;oui;oui;non;non;saule;aulne;noisetier;non;oui;prairie ;prairie ;Pâturage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68/M20/2/H;68;M20;2;68/M20/2;81,94919592;0;0;7461,168237;Oana Merle;01/05/2021;0,347222222;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;sur 1 co?te? ;oui;oui;non;non;oui;oui;non;non;aulne glutineux;saule blanc;ronce;non;non;prairie ;culture;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0
68/M20/3/H;68;M20;3;68/M20/3;90,46896596;0;0;6514,413706;Oana Merle;01/05/2021;0,368055556;talus;F : Haie multistrate (buissons, arbustes, arbres);non;oui;coupe a? blanc ;oui;haie avec quelques troue?es ;3;4;3;oui >1 m;sur 1 co?te? ;oui;oui;non;non;oui;non;non;non;saule blanc;peuplier;aulne glutineux;non;non;prairie ;prairie ;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
68/M20/8/H;68;M20;8;68/M20/8;46,25255135;33,36649678;0;2275,797971;Oana Merle;01/05/2021;0,3125;haie a plat ;E1 : Haie arbustive sans arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;1;4;2;oui >1 m;sur 1 co?te? ;oui;non;non;non;non;oui;non;oui;saule blanc;saule pleureur;ronce;non;non;culture;chemin;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
